in.hand,Cleaned,use?,dispersule,seeds.per.disp,morphological unit,chemical unit,Species,species.alt,code,accept.code,family,group,nat.inv,year,germ.perc,dorm.perc,seed.mass.1000,tot.wgt.g,n.seeds,lat,long,ele.m,Location.Notes,orig.acc,site,ID,type,seedling.traits.ashley,mega.comp,microbe.rob,notes,
y,y,both,,1,nutlet,nutlet,Galium murale,,GALMUR,GAMU4,Rubiaceae,forb,invasive,2021,,,,0.19,,38.86457044,-122.4285193,661,Tailings pond,,MCL-ML,MCL-ML-33,wild,,,,,
y,y,both,,1,floret,floret,Gastridium ventricosum,Gastridium phleoides,GASVEN,GAPH2,Poaceae,grass,invasive,2015,,,,0.2441,,38.86147984,-122.405158,652,location approximate,,MCL-ML,MCL-ML-5,wild,,,,,
y,,,,,,,Geraea canescens,,GERCAN,GECA2,Asteraceae,forb,native,2015,,,,,,33.300718,-116.335128,,,,DW,DW-11,wild,,,,,
y,y,both,,1,achene + pappus,achene + pappus,Geraea canescens,,GERCAN,GECA2,Asteraceae,forb,native,2017,22,,,0.8821,512.8,33.87157,-116.44117,394,,24794,CBG,CBG-24794,wild,,,,,
y,y,both,,1,seed,seed,Geranium dissectum,,GERDIS,GEDI,Geraniaceae,forb,invasive,2021,,,,2.7086,,39.28585175,-121.2921956,493,,,SFREC,SFREC-13,wild,,,,,
y,n,,,,,,Geranium dissectum,,GERDIS,GEDI,Geraniaceae,forb,invasive,2021,,,,,,38.55785121,-121.2583052,,Mather Lake,,SAC,SAC-03,wild,,,,dont use this one,
y,y,both,,1,seed,seed,Gilia angelensis,,GILANG,GIAN,Polemoniaceae,forb,native,2003,79.6,,,0.168097151,600,33.86388,-117.00888,585,,21065,CBG,CBG-21065,wild,,,,,
y,y,,,,,,Gilia capitata,,GILCAP,GICA5,Polemoniaceae,forb,native,1997,6.1,,,0.073599459,148,34.12637,-118.86496,344,,22421,CBG,CBG-22421,wild,,,,,
,,,,,,,Gilia capitata,,GILCAP,GICA5,Polemoniaceae,forb,native,2018,,,,,,,,,,,MCL-EE,MCL-EE-28,wild,,,,have another acc,
y,y,,,,,,Gilia capitata,,GILCAP,GICA5,Polemoniaceae,forb,native,2020,70,,,,,34.31451204,-118.9662452,250,Rancho de los flores; cultivation site,,SS,SS-21,cultivated,,,,,
y,y,both,,1,seed,seed,Gilia capitata,,GILCAP,GICA5,Polemoniaceae,forb,native,2016,,,,0.2906,,38.87036085,-122.4277015,675,location approximate,,MCL-ML,MCL-ML-9,wild,,,,,
y,y,both,,1,seed,seed,Gilia latiflora ssp. davyi,,GILLATD,GILAD,Polemoniaceae,forb,native,2004,0,,,0.181078031,900,34.6238,-117.82661,803,,21612,CBG,CBG-21612,wild,,,,,
y,y,morph,,1,seed,seed,Gilia tricolor,,GILTRI,GITR2,Polemoniaceae,forb,native,2016,,,,0.0722,,,,,,,MCL-EE,MCL-EE-29,wild,x,,,check notes on bag for location estimate,
y,y,chem,,1,seed,seed,Gilia tricolor,,GILTRI,GITR2,Polemoniaceae,forb,native,2020,97,,,,,34.31451204,-118.9662452,250,Rancho de los flores; cultivation site,,SS,SS-22,cultivated,,x,,,
y,y,both,,1,seed,seed,Gossypium hirsutum,,GOSHIR,GOHI,Malvaceae,forb,invasive,2005,,,,4.07,50,NA,NA,NA,,PI 641928,GRIN,GRIN-PI-641928,cultivated,,,,,
y,y,morph,,1,seed,seed,Gossypium hirsutum,,GOSHIR,GOHI,Malvaceae,forb,invasive,2005,,,,4.49,50,NA,NA,NA,,PI 641929,GRIN,GRIN-PI-641929,cultivated,,,,,
y,y,morph,,1,seed,seed,Gossypium hirsutum,,GOSHIR,GOHI,Malvaceae,forb,invasive,2005,,,,3.9,50,NA,NA,NA,,PI 641930,GRIN,GRIN-PI-641930,cultivated,,,,,
y,y,,,,,,Hedeoma nana,,HEDNAN,HENA,Lamiaceae,forb,native,2007,,,0.2164,0.02164,100,34.17545,-112.16562,,,W6 32543,GRIN,GRIN-W6-32543,wild,,,,collected before 2007 APPARENTLY THIS ISN'T ANNUAL,
y,y,,,,,,Hedeoma nana ssp. macrocalyx,,HEDNANM,HENAM,Lamiaceae,forb,native,2009,,,,,100,33.96139,-111.85056,,,W6 35197,GRIN,GRIN-W6-35197,wild,,,,APPARENTLY THIS ISNT ANNUAL,
y,y,both,,1,achene,achene,Helianthus annuus,,HELANN,HEAN3,Asteraceae,forb,native,2018,52,,,1.62,,NA,NA,NA,"collected from various locations in Riverside, San Diego, and Orange Counties",,SS,SS-23,wild,,,,,
y,y,,,,,,Helianthus deserticola,,HELDES,HEAN4,Asteraceae,forb,native,2015,,,,0.25,100,36.94794198,-111.597214,1312,,Ames 32934,GRIN,GRIN-Ames-32934,wild,,,,,
y,y,both,,1,achene,achene,Helianthus deserticola,,HELDES,HEAN4,Asteraceae,forb,native,2015,76,64,,0.29,100,36.89530296,-111.394378,1309,,Ames 32935,GRIN,GRIN-Ames-32935,wild,,,,,
y,y,both,,1,achene + pappus,achene + pappus,Helianthus niveus,,HELNIV,HENI3,Asteraceae,forb,native,2005,78,38,2.9,0.56,200,32.3825,-114.4272222,122,,PI 650016,GRIN,GRIN-PI-650016,wild,,,,,
y,y,both,,1,achene,achene,Helianthus niveus ssp. canescens,,HELNIVC,HENIC,Asteraceae,forb,native,2005,92,60,1.4168,0.21,100,32.10138889,-113.4511111,213,,PI 649905,GRIN,GRIN-PI-649905,wild,,,,,
y,y,,,,,,Helianthus niveus ssp. canescens,,HELNIVC,HENIC,Asteraceae,forb,native,2005,97,61,1.4168,0.22,100,32.1325,-113.5677778,244,,PI 664655,GRIN,GRIN-PI-664655,wild,,,,,
y,y,,,,,,Helianthus niveus ssp. canescens,,HELNIVC,HENIC,Asteraceae,forb,native,2005,89,73,1.4168,0.21,100,32.1275,-113.5552778,238,,PI 664656,GRIN,GRIN-PI-664656,wild,,,,,
y,y,,,,,,Helianthus petiolaris ssp. fallax,,HELPETF,HEPEF,Asteraceae,forb,native,2015,57,57,2.1,0.12,50,36.61690903,-110.979416,1842,,Ames 32936,GRIN,GRIN-Ames-32936,wild,,,,,
y,y,both,,1,achene,achene,Helianthus petiolaris ssp. fallax,,HELPETF,HEPEF,Asteraceae,forb,native,2015,100,87,2.3,0.23,100,34.917,-111.9098,1445,,PI 695660,GRIN,GRIN-PI-695660,wild,,,,,
y,y,,,,,,Helianthus petiolaris ssp. fallax,,HELPETF,HEPEF,Asteraceae,forb,native,2015,89,33,1.7,0.17,100,,,,,PI 695664,GRIN,GRIN-PI-695664,wild,,,,accidentaly spillage! might be under 100,
y,y,both,,1,achene,achene,Heliomeris longifolia var. annua,,HELLONA,HELOA2,Asteraceae,forb,native,2007,47,,0.5268,0.10536,200,34.205,-112.10889,1070,,W6 35203,GRIN,GRIN-W6-35203,wild,,,,,
y,y,both,,1,achene,achene,Hemizonia congesta,,HEMCON,HECO7,Asteraceae,forb,native,2017,,,,0.34,,38.87122784,-122.4273322,664,Location estimate,,MCL-ML,MCL-ML-15,wild,,,x,,
,,,,,,,Hemizonia congesta,,HEMCON,HECO7,Asteraceae,forb,native,,,,,,,,,,,,MCL-EE,MCL-EE-30,wild,,,,have enough of another acc,
y,y,both,,1,seed,seed,Herniaria hirsuta,,HERHIR,HEHI7,Brassicaceae,forb,invasive,2019,,,,0.0033,38,,,,,,CP,CP-15,wild,,,,,
y,y,both,,1,achene,achene,Hesperocnide tenella,,HESTEN,HETE5,Urticaceae,forb,native,2010,92.3,,,0.237998097,1700,39.34613,-121.51446,42,,23109,CBG,CBG-23109,wild,,,,,
y,y,both,y,1,achene + pappus,achene,Heterotheca sessiliflora,,HETSES,HESE,Asteraceae,forb,native,1999,66,,,0.395984148,600,34.21967,-117.70925,1341,,20351,CBG,CBG-20351,wild,,,,,
,,,,,,,Holocarpha virgata,,HOLVIR,HOVI,Asteraceae,forb,native,2016,,,,,,,,,,,MCL-EE,MCL-EE-31,wild,,,,have enough of another acc,
y,y,both,,1,achene,achene,Holocarpha virgata,,HOLVIR,HOVI,Asteraceae,forb,native,2014,,,,0.4255,200,38.86101141,-122.4105245,635,location approximate,,MCL-ML,MCL-ML-3a,wild,,,x,morph 1,
y,y,both,,1,achene,achene,Holocarpha virgata,,HOLVIR,HOVI,Asteraceae,forb,native,2014,,,,0.22945,130,38.86101141,-122.4105245,635,location approximate,,MCL-ML,MCL-ML-3b,wild,,,x,morph 2,
y,y,both,y,1,floret,caryopsis,Hordeum intercedens,,HORINT,HOIN2,Poaceae,grass,native,2020,93,,,0.69,,34.31451204,-118.9662452,250,Rancho de los flores; cultivation site,,SS,SS-24,cultivated,,,,,
y,y,both,y,1,floret,caryopsis,Hordeum murinum,,HORMUR,HOMU,Poaceae,grass,invasive,2021,,,,1.48,,38.56483847,-121.4745267,8,R&27th,,SAC,SAC-04,wild,,,,,
y,y,both,y,1,achene + pappus,achene,Hypochaeris glabra,,HYPGLA,HYGL2,Asteraceae,forb,invasive,2015,,,,0.22,,38.87216,-122.42711,656,location approximate,,MCL-ML,MCL-ML-26a,wild,,,,long morph,
y,y,both,y,1,achene + pappus,achene,Hypochaeris glabra,,HYPGLA,HYGL2,Asteraceae,forb,invasive,2015,,,,0.2,,38.87216,-122.42711,656,location approximate,,MCL-ML,MCL-ML-26b,wild,,,,short morph,
,n,,,,achene + pappus,,Lactuca serriola,,LACSER,LASE,Asteraceae,forb,invasive,2019,,,,,,,,,,,MCL-EE,MCL-EE-33,wild,,,,"not enough; only 217 seeds, elise needs 200 separated by MF",cabinet
y,y,both,,1,achene,achene,Laennecia coulteri,,LAECOU,LACO13,Asteraceae,forb,native,1998,89.8,,,0.176077343,5750,34.10185,-118.70711,176,,22531,CBG,CBG-22531,wild,,,,,
y,y,both,,1,achene,achene,Lagophylla minor,,LAGMIN,LAMI,Asteraceae,forb,native,2021,,,,0.2984,,38.86090722,-122.4137252,649,,,MCL-ML,MCL-ML-29,wild,,,,,
y,y,both,,1,seed,seed,Langloisia setosissima ssp. punctata,,LANSETP,LASEP,Polemoniaceae,forb,native,1998,20,,,0.165156951,600,35.59568,-115.55985,1474,,20066,CBG,CBG-20066,wild,,,,,
y,y,,,,,,Lasthenia californica,,LASCAL,LACA7,Asteraceae,forb,native,1996,44,,,0.065,650,32.84944,-118.39416,287,,19314,CBG,CBG-19314,wild,,,,,
y,y,,,,,,Lasthenia californica,,LASCAL,LACA7,Asteraceae,forb,native,2007,,,0.0804,0.00804,100,33.95806,-111.83667,1092,,W6 35185,GRIN,GRIN-W6-35185,wild,,,,,
y,y,,,,,,Lasthenia californica,,LASCAL,LACA7,Asteraceae,forb,native,2016,,,,,,,,,,,MCL-EE,MCL-EE-34,wild,,,,have another acc,
y,y,both,,1,achene + pappus,achene + pappus,Lasthenia californica,,LASCAL,LACA7,Asteraceae,forb,native,2017,,,,0.32,,NA,NA,NA,UC Davis Orchard Park,,UCD,UCD-1,cultivated,,,,maternal seed collected at McLaughlin,
y,y,,,,,,Lasthenia californica,,LASCAL,LACA7,Asteraceae,forb,native,2018,83,,,0.29,,34.31451204,-118.9662452,250,Rancho de los flores; cultivation site,,SS,SS-25,cultivated,,,,terrible viability,
y,y,both,,1,achene + pappus,achene + pappus,Lasthenia californica,,LASCAL,LACA7,Asteraceae,forb,native,2020,,,,0.0635,,,,,,,CP,CP-4,wild,,,,,
y,y,both,,1,achene + pappus,achene + pappus,Lasthenia coronaria,,LASCOR,LACO7,Asteraceae,forb,native,2003,54.5,,,0.135001027,1500,33.86263,-117.00988,585,,21066,CBG,CBG-21066,wild,,,,,
y,y,both,,1,achene,achene,Lasthenia minor,,LASMIN,LAMI5,Asteraceae,forb,native,2020,,,,0.01,90,,,,,,CP,CP-16,wild,,,,"90 without pappus, ~110 with pappus ",
y,y,both,y,1,achene + pappus,achene,Layia glandulosa,,LAYGLA,LAGL5,Asteraceae,forb,native,2003,42,,,0.564459228,600,34.43333,-117.58666,1250,,21072,CBG,CBG-21072,wild,,,,,
y,y,,,,,,Layia platyglossa,,LAYPLA,LAPL,Asteraceae,forb,native,2000,64,,,0.097049715,193,33.74521,-117.034,459,,20482,CBG,CBG-20482,wild,,,,,
y,y,morph,,1,achene + pappus,,Layia platyglossa,,LAYPLA,LAPL,Asteraceae,forb,native,2003,95,,,0.098390433,155,32.89794,-118.4863,366,,21171,CBG,CBG-21171,wild,,,,,
y,y,chem,,1,,achene + pappus,Layia platyglossa,,LAYPLA,LAPL,Asteraceae,forb,native,2020,94,,,0.3674,,34.31451204,-118.9662452,250,Rancho de los flores; cultivation site,,SS,SS-26,cultivated,,,,,
y,y,both,,1,seed,seed,Lepidium dictyotum,,LEPDIC,LEDI2,Brassicaceae,forb,native,2020,,,,0.1558,,,,,,,CP,CP-5,wild,,,,,
y,,,,,,,Lepidium lasiocarpum,,LEPLAS,LELA,Brassicaceae,forb,native,2015,,,,,,33.260234,-116.348109,,,,DW,DW-12,wild,,,,dont use this one,
y,y,both,y,2,silicle,seed,Lepidium lasiocarpum,,LEPLAS,LELA,Brassicaceae,forb,native,2015,,,,0.2146,,32.22343277,-111.0102093,725,collection location estimate (tumamoc hill),,SD,SD-12,wild,,,,,
y,y,morph,,1,seed,seed,Lepidium nitidum,,LEPNIT,LENI,Brassicaceae,forb,native,2021,,,,0.0558,61,38.87150375,-122.4277193,718,bottom of hill S water,,MCL-ML,MCL-ML-21,wild,,,,only need 200,
y,y,both,,1,seed,seed,Lepidium nitidum,,LEPNIT,LENI,Brassicaceae,forb,native,2017,78,,,5.75,,NA,NA,NA,"collected from various locations in Riverside, San Diego, and Orange Counties",,SS,SS-27,wild,,x,x,,
,,,,,,,Lepidium nitidum,,LEPNIT,LENI,Brassicaceae,forb,native,2018,,,,,,,,,,,MCL-EE,MCL-EE-35,wild,x,,,have another acc,
y,y,both,,1,seed,seed,Lepidium nitidum,,LEPNIT,LENI,Brassicaceae,forb,native,2020,,,,7.9,,,,,,,CP,CP-6,wild,,,,,
,n,,,,,,Leptosiphon bicolor,Linanthus bicolor,LEPBIC,LEBI8,Polemoniaceae,forb,native,2019,,,,,,38.87274024,-122.4271505,667,,,MCL-EE,MCL-EE-36,wild,,,,only one maternal family (and two seeds?),
y,y,both,,1,seed,seed,Leptosiphon montanus,,LEPMON,LEMO19,Polemoniaceae,forb,native,2010,100,,,0.454828121,355,36.45062,-118.8674,402,,23198,CBG,CBG-23198,wild,,,,,
y,y,both,,1,achene + pappus,achene + pappus,Leptosyne bigelovii,,LEPBIG,COBI,Asteraceae,forb,native,2005,,,,0.959352742,600,34.46286,-117.81985,1158,,21659,CBG,CBG-21659,wild,,,,,
y,y,both,,1,seed,seed,Lesquerella gordonii,,LESGOR,LEGO,Brassicaceae,forb,native,2015,,,,0.83,,32.22343277,-111.0102093,725,collection location estimate (tumamoc hill),,SD,SD-13,wild,,,,,
y,y,both,,1,seed,seed,Linanthus bigelovii,,LINBIG,LIBI2,Polemoniaceae,forb,native,2005,91.7,,,0.195211653,1350,34.41231,-117.77356,1590,,21670,CBG,CBG-21670,wild,,,,,
y,y,both,,1,seed,seed,Linanthus dichotomus,,LINDIC,LIDI2,Polemoniaceae,forb,native,1998,95,,,0.184221549,3100,33.60372,-115.92266,240,,19965,CBG,CBG-19965,wild,,,,,
,,,,,,,Linanthus dichotomus,,LINDIC,LIDI2,Polemoniaceae,forb,native,2018,,,,,,,,,,,MCL-EE,MCL-EE-37,wild,,,,,
y,y,,,,,,Linanthus dichotomus,,LINDIC,LIDI2,Polemoniaceae,forb,native,2021,,,,0.0269,,38.87063921,-122.4276034,,,,MCL-ML,MCL-ML-36,wild,,,,,
y,y,both,,1,seed,seed,Loeseliastrum matthewsii,,LOEMAT,LOMA10,Polemoniaceae,forb,native,1998,0,,,0.236886116,600,33.65655,-115.80227,457,,19951,CBG,CBG-19951,wild,,,,,
y,y,both,,1,achene,achene,Logfia filaginoides,Filago californica,LOGFIL,LOCA19,Asteraceae,forb,native,2021,,,,0.0424,,38.87207989,-122.4270872,654,,,MCL-ML,MCL-ML-32,wild,,,,"mixed morphs, not enough for phosphorus",
,,,,,,,Logfia filaginoides,Filago californica,LOGFIL,LOCA19,Asteraceae,forb,native,2019,,,,,,38.86983,-122.42793,671,,,MCL-EE,MCL-EE-38,wild,,,,have another acc,
y,y,both,,1,achene,achene,Logfia gallica,Filago gallica,LOGGAL,LOGA2,Asteraceae,forb,invasive,2021,,,,0.0441,,39.25693242,-121.3115828,287,,,SFREC,SFREC-16,wild,,,,"only clean enough for c:n - 0.01 grams is fine, might be able to clean 2nd morph, otherwise this only contains one of the morphs",
y,y,both,,1,seed,seed,Lupinus bicolor,,LUPBIC,LUBI,Fabaceae,forb,native,2003,48,,,2.597863446,600,33.78216,-116.93819,506,,21064,CBG,CBG-21064,wild,,,,,
y,y,,,,,,Lupinus bicolor,,LUPBIC,LUBI,Fabaceae,forb,native,2018,85,,,,,34.31451204,-118.9662452,250,Rancho de los flores; cultivation site,,SS,SS-29,cultivated,,,,,
y,y,,,,,,Lupinus hirsutissimus,,LUPHIR,LUHI3,Fabaceae,forb,native,2003,0,,,1.283382178,51,32.89794,-118.48631,460,,21010,CBG,CBG-21010,wild,,,,,
y,y,,,,,,Lupinus hirsutissimus,,LUPHIR,LUHI3,Fabaceae,forb,native,2003,33.3,,,2.5331,82,33.78216,-116.93819,506,,21081,CBG,CBG-21081,wild,,,,,
y,y,,,,,,Lupinus hirsutissimus,,LUPHIR,LUHI3,Fabaceae,forb,native,2003,0,,,2.31731291,92,32.89794,-118.48631,380,,21105,CBG,CBG-21105,wild,,,,,
y,y,both,,1,seed,seed,Lupinus hirsutissimus,,LUPHIR,LUHI3,Fabaceae,forb,native,2004,16,,,4.319499479,192,34.2038,-117.67747,974,,21395,CBG,CBG-21395,wild,,,,,
y,y,both,,1,seed,seed,Lupinus kingii,,LUPKIN,LUKI,Fabaceae,forb,native,2011,84,,8.038,1.6076,200,35.14808333,-111.7383333,2247,,W6 40813,GRIN,GRIN-W6-40813,wild,,,,NOT collected in an aridland; collected before 2011,
,,,,,,,Lupinus microcarpus,,LUPMIC,LUSUS,Fabaceae,forb,native,2016,,,,,,,,,,,MCL-EE,MCL-EE-39,wild,,,,have anohter acc,
y,y,,,,,,Lupinus microcarpus,,LUPMIC,LUSUS,Fabaceae,forb,native,2019,74,,,,,34.31451204,-118.9662452,250,Rancho de los flores; cultivation site,,SS,SS-30,cultivated,,,,,
y,y,both,,1,seed,seed,Lupinus microcarpus,,LUPMIC,LUSUS,Fabaceae,forb,native,2015,,,,5.04,,38.87116748,-122.4201456,652,location approximate,,MCL-ML,MCL-ML-6,wild,,,,,
y,y,both,,1,seed,seed,Lupinus microcarpus var. horizontalis,,LUPMICH,LUHOH,Fabaceae,forb,native,2010,100,,,7.754623804,241,33.7476,-116.90593,528,,23119,CBG,CBG-23119,wild,,,,,
y,y,,,,,,Lupinus microcarpus var. microcarpus,,LUPMICM,LUSUS,Fabaceae,forb,native,1996,6,,,1.655028037,64,34.32337,-118.71027,419,,22336,CBG,CBG-22336,wild,,,,,
y,y,,,,,,Lupinus microcarpus var. microcarpus,,LUPMICM,LUSUS,Fabaceae,forb,native,1997,48,,,2.323623888,79,34.10134,-118.69577,212,,22559,CBG,CBG-22559,wild,,,,,
y,y,both,,1,seed,seed,Lupinus microcarpus var. microcarpus,,LUPMICM,LUSUS,Fabaceae,forb,native,1999,96.7,,,3.685,113,34.10134,-118.69577,212,,22614,CBG,CBG-22614,wild,,,,,
y,y,,,,,,Lupinus microcarpus var. microcarpus,,LUPMICM,LUSUS,Fabaceae,forb,native,2000,100,,,1.366278481,48,34.10134,-118.69577,212,,22561,CBG,CBG-22561,wild,,,,,
y,y,,,,,,Lupinus microcarpus var. microcarpus,,LUPMICM,LUSUS,Fabaceae,forb,native,2017,53,,,6.87,,34.31451204,-118.9662452,250,Rancho de los flores; cultivation site,,SS,SS-31,cultivated,,,,avoid wrinkled seeds,
y,y,,,,,,Lupinus sparsiflorus,,LUPSPA,LUSP2,Fabaceae,forb,native,2003,20,,,0.861806301,172,33.78216,-116.93819,506,,21060,CBG,CBG-21060,wild,,,,,
y,y,morph,,1,seed,seed,Lupinus sparsiflorus,,LUPSPA,LUSP2,Fabaceae,forb,native,2005,18,,,1.362097662,219,34.45204,-117.9012,1248,,21651,CBG,CBG-21651,wild,,,,,
y,y,chem,,1,seed,seed,Lupinus sparsiflorus,,LUPSPA,LUSP2,Fabaceae,forb,native,2020,72,,,,,34.31451204,-118.9662452,250,Rancho de los flores; cultivation site,,SS,SS-32,cultivated,,,,,
y,y,both,,1,seed,seed,Lupinus succulentus,,LUPSUC,LUSU3,Fabaceae,forb,native,1997,4,,,3.911926786,600,34.31759,-118.72117,467,,22376,CBG,CBG-22376,wild,,,,,
y,y,,,,,,Lupinus succulentus,,LUPSUC,LUSU3,Fabaceae,forb,native,2019,66,,,,,34.31451204,-118.9662452,250,Rancho de los flores; cultivation site,,SS,SS-33,cultivated,,,,,
y,y,,,,,,Machaeranthera tagetina,,MACTAG,MATA,Asteraceae,forb,native,2005,61,,0.8608,0.08608,100,34.43389,-112.6875,1244,,W6 30954,GRIN,GRIN-W6-30954,wild,,,,,
y,y,chem,,1,achene,achene,Machaeranthera tagetina,,MACTAG,MATA,Asteraceae,forb,native,2011,94,,0.8608,0.08608,100,32.5938,-110.72925,1387,,W6 42278,GRIN,GRIN-W6-42278,wild,,,,"collected before 2011, pappus not intact",
y,y,morph,,1,achene + pappus,,Machaeranthera tagetina,,MACTAG,MATA,Asteraceae,forb,native,2011,90,,0.8608,0.08608,100,32.51528,-110.68028,1351,,W6 42279,GRIN,GRIN-W6-42279,wild,,,,"collected before 2011, pappus intact",
y,y,,,,,,Madia elegans,,MADELE,MAEL,Asteraceae,forb,native,1996,,,,0.119211073,87,34.71277,-118.63055,1650,,19120,CBG,CBG-19120,wild,x,,,,
y,y,morph,,1,achene,achene,Madia elegans,,MADELE,MAEL,Asteraceae,forb,native,1996,72,,,0.210100671,105,34.0945,-118.64867,388,,22365,CBG,CBG-22365,wild,,,,,
y,y,,,,,,Madia elegans,,MADELE,MAEL,Asteraceae,forb,native,1998,80,,,0.012640449,9,34.12724,-118.85687,314,,22387,CBG,CBG-22387,wild,,,,,
y,y,chem,,1,achene,achene,Madia elegans,,MADELE,MAEL,Asteraceae,forb,native,2021,10,39,,0.1635,34,NA,NA,NA,,,HED,HED-2,cultivated,,x,,,
y,y,both,y,1,achene + flower case,achene,Madia gracilis,,MADGRA,MAGR3,Asteraceae,forb,native,2021,,,,0.42,,39.25693242,-121.3115828,287,,,SFREC,SFREC-17a,wild,,,,,
y,y,both,,1,achene,achene,Madia gracilis,,MADGRA,MAGR4,Asteraceae,forb,native,2021,,,,0.43,,39.25693242,-121.3115828,287,,,SFREC,SFREC-17b,wild,,,,,
y,y,both,y,1,achene + pappus,achene,Malacothrix coulteri,,MALCOU,MACO3,Asteraceae,forb,native,2020,,,,0.1842,,,,,,,CP,CP-17,wild,,,,,
y,y,chem,,1,achene,achene,Malacothrix fendleri,,MALFEN,MAFE,Asteraceae,forb,native,2011,89,,,0.0824,200,31.77613,-110.55003,1443,,W6 42280,GRIN,GRIN-W6-42280,wild,,,,collected before 2011,
y,y,both,,1,achene,achene,Malacothrix fendleri,,MALFEN,MAFE,Asteraceae,forb,native,2011,91,,,0.0871,200,31.71567,-110.58987,1419,,W6 42281,GRIN,GRIN-W6-42281,wild,,,,collected before 2011,
y,y,morph,,1,achene + pappus,achene + pappus,Malacothrix glabrata,,MALGLA,MAGL3,Asteraceae,forb,native,2011,0,,,0.144001767,600,35.43507,-117.56618,1071,,23454,CBG,CBG-23454,wild,,,,,
y,y,chem,,1,achene + pappus,achene + pappus,Malacothrix glabrata,,MALGLA,MAGL3,Asteraceae,forb,native,2019,34,,,0.2027,,NA,NA,NA,"collected from various locations in Riverside, San Diego, and Orange Counties",,SS,SS-34,wild,,,,,
y,y,both,y,1,mericarp,seed,Malva parviflora,,MALPAR,MAPA5,Malvaceae,forb,invasive,2015,,,,0.72,,33.260401,-116.348148,168,,,DW,DW-13,wild,,,,,
y,y,both,,1,seed,seed,Matthiola parviflora,,MATPAR,,Brassicaceae,forb,invasive,2015,,,,0.26,,32.22343277,-111.0102093,725,collection location estimate (tumamoc hill),,SD,SD-14,wild,,,,,
y,y,both,y,many,legume,seed,Medicago polymorpha,,MEDPOL,MEPO3,Fabaceae,forb,invasive,2021,,,,,,38.87234312,-122.4269182,657,location estimate,,MCL-ML,MCL-ML-22,wild,,,,"53 dispersules, may be more than one seed per dispersule",
y,y,both,y,,,,Medicago polymorpha,,MEDPOL,MEPO3,Fabaceae,forb,invasive,2019,,,,,,38.86556193,-122.402132,679,,,MCL-EE,MCL-EE-40,wild,,,,do i need this?,
y,y,,,1,seed,seed,Medicago sativa ssp. sativa,,MEDSATS,MESAS,Fabaceae,forb,invasive,1997,100,,1.6372,0.16372,100,NA,NA,NA,,PI 597643,GRIN,GRIN-PI-597643,cultivated,,,,collected before 1997; cannot order more; actually perennial? ,
y,y,,,,,,Medicago sativa ssp. sativa,,MEDSATS,MESAS,Fabaceae,forb,invasive,1997,,,1.6372,0.16372,100,NA,NA,NA,,PI 597644,GRIN,GRIN-PI-597644,cultivated,,,,collected before 1997; cannot order more,
y,y,both,,1,seed,seed,Melilotus indica,,MELIND,MEIN2,Fabaceae,forb,invasive,2021,,,,0.527,,33.86799227,-116.5531477,205,palm springs tram view road,,MD,MD-7,wild,,,,,
y,y,,,,,,Mentzelia albicaulis,,MENALB,MEAL6,Loasaceae,forb,native,1996,,,,0.743995009,600,34.22345,-117.73761,1198,,19203,CBG,CBG-19203,wild,,,,,
y,y,both,,1,seed,seed,Mentzelia albicaulis,,MENALB,MEAL6,Loasaceae,forb,native,2015,,,,0.0366,107,33.300718,-116.335128,191,,,DW,DW-14,wild,,,,,
y,y,,,,,,Mentzelia involucrata,,MENINV,MEIN5,Loasaceae,forb,native,1998,,,,0.9953,425.3,33.96911,-116.65219,549,,19941,CBG,CBG-19941,wild,,,,,
y,y,both,,1,seed,seed,Mentzelia involucrata,,MENINV,MEIN5,Loasaceae,forb,native,2015,,,,0.46,,33.240023,-116.390608,292,,,DW,DW-15,wild,,,,,
y,y,both,,1,seed,seed,Mentzelia micrantha,,MENMIC,MEMI3,Loasaceae,forb,native,2017,28,,,0.428998482,600,34.27361,-117.46689,846,,24806,CBG,CBG-24806,wild,,,,,
y,y,chem,,1,seed,seed,Micropus californicus,,MICCAL,MICA,Asteraceae,forb,native,1998,89.1,,,0.0082,410,34.10189,-118.70531,186,,21968,CBG,CBG-21968,wild,,,,,
y,y,both,,1,achene + pappus,achene + pappus,Micropus californicus,,MICCAL,MICA,Asteraceae,forb,native,2021,,,,0.2,,39.242472,-121.311037,151,,,SFREC,SFREC-10,wild,,x,,,
y,y,both,y,1,achene + pappus,achene,Microseris douglasii,,MICDOU,MIDO,Asteraceae,forb,native,2016,,,,0.46,,38.87111648,-122.4272331,718,location approximate,,MCL-ML,MCL-ML-10,wild,,,,,
y,y,both,y,1,achene + pappus,achene,Microseris douglasii,,MICDOU,MIDO,Asteraceae,forb,native,,,,,0.1795,,,,,,,CP,CP-7,wild,,,,,
,,,,,,,Microseris douglasii,,MICDOU,MIDO,Asteraceae,forb,native,,,,,,,,,,,,MCL-EE,MCL-EE-42,wild,,,,have another acc,
y,y,,y,1,achene + pappus,achene,Microseris elegans,,MICELE,MIEL,Asteraceae,forb,native,1997,20,,,0.163293789,144,34.1344,-118.75348,264,,22377,CBG,CBG-22377,wild,,,,,
y,y,both,y,1,achene + pappus,achene,Microseris elegans,,MICELE,MIEL,Asteraceae,forb,native,2020,,,,0.1556,,,,,,,CP,CP-18,wild,,,,,
